0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
25,46.875,28.125,8,0,1,0,1,0,3,1,3,3,3,2,2,0,2,1,0,0,4,4,T
27.5862068965517,48.2758620689655,24.1379310344828,6,2,2,0,2,0,4,1,3,1,1,2,1,0,4,1,0,2,4,1,T
25.9259259259259,48.1481481481481,25.9259259259259,6,2,3,1,0,0,2,1,1,5,2,5,1,0,1,0,0,0,0,1,T
13.7931034482759,65.5172413793103,20.6896551724138,6,4,1,0,3,0,3,2,0,2,2,1,0,0,0,1,1,2,0,3,T
30,40,30,6,1,1,0,1,1,3,1,1,4,1,4,3,1,1,2,1,2,0,1,T
21.4285714285714,42.8571428571429,35.7142857142857,6,2,1,2,2,1,4,1,2,7,0,1,2,1,0,1,0,1,1,3,T
23.0769230769231,50,26.9230769230769,6,1,1,1,0,1,3,1,2,3,0,2,1,1,1,1,0,5,0,1,T
19.2307692307692,48.0769230769231,32.6923076923077,8,4,3,0,4,1,5,2,2,6,8,2,5,2,2,3,1,2,2,2,T
21.875,43.75,34.375,8,0,1,3,3,1,4,2,2,3,0,0,3,0,2,0,0,1,2,0,T
23.0769230769231,44.2307692307692,32.6923076923077,8,4,5,0,4,1,8,0,3,4,4,1,5,2,4,3,2,2,1,3,T
25,44.2307692307692,30.7692307692308,8,1,6,0,2,1,9,1,4,2,6,4,5,0,4,4,1,1,2,3,T
30,36.6666666666667,33.3333333333333,6,1,2,1,2,1,3,0,0,7,2,4,4,0,0,1,0,1,2,2,T
10.2040816326531,55.1020408163265,34.6938775510204,8,5,4,0,1,1,4,2,0,8,7,4,6,0,8,2,1,6,2,3,T
24.1379310344828,41.3793103448276,34.4827586206897,6,3,2,0,1,1,4,0,3,4,2,2,1,0,2,0,0,1,2,1,T
32,40,28,6,0,1,1,0,0,4,0,2,4,1,3,0,0,1,0,0,1,1,0,T
34.6153846153846,30.7692307692308,34.6153846153846,6,0,0,0,3,0,1,0,2,2,3,6,2,0,0,0,0,0,2,0,T
3.44827586206897,48.2758620689655,48.2758620689655,6,0,0,0,2,0,1,4,1,6,0,2,3,0,2,1,2,4,0,0,T
25,42.5,32.5,8,2,0,3,7,1,5,1,0,4,0,5,4,0,2,1,0,2,4,2,T
33.3333333333333,31.1111111111111,35.5555555555556,8,0,0,2,1,1,3,1,4,7,1,4,2,1,2,3,0,4,6,0,T
43.5483870967742,27.4193548387097,29.0322580645161,8,4,2,0,0,2,13,1,4,4,1,6,4,1,5,2,1,0,6,0,T
16.6666666666667,58.3333333333333,25,6,1,1,1,0,1,1,0,2,4,1,1,0,0,1,1,3,2,1,2,T
24,60,16,6,3,2,0,2,0,2,0,0,1,1,3,2,0,0,1,1,2,2,2,T
24.0740740740741,42.5925925925926,33.3333333333333,8,1,3,0,4,1,7,2,0,8,6,4,4,1,2,5,2,4,3,0,T
21.4285714285714,47.6190476190476,30.952380952381,8,1,3,1,1,2,2,0,1,6,2,3,2,0,1,2,3,1,2,1,T
19.2307692307692,50,30.7692307692308,6,1,2,0,3,1,5,1,2,1,0,2,1,0,2,0,0,2,0,2,T
12.5,41.6666666666667,45.8333333333333,6,1,4,0,2,1,0,0,1,3,0,0,2,1,3,3,0,0,2,0,T
16.6666666666667,37.5,45.8333333333333,6,3,1,1,2,0,3,0,0,2,0,0,4,1,2,2,0,0,1,0,T
12.1212121212121,42.4242424242424,45.4545454545455,8,1,2,1,3,0,1,0,3,3,3,1,6,2,1,2,1,0,2,1,T
21.875,37.5,40.625,8,1,1,1,2,1,3,0,3,5,2,2,2,0,1,0,0,0,2,0,T
25.6756756756757,41.8918918918919,32.4324324324324,12,5,4,3,10,1,11,0,6,2,2,2,0,3,0,7,0,8,3,1,T
25,45,30,10,0,3,0,2,1,3,0,1,5,2,3,2,0,2,0,1,2,3,1,T
19.4444444444444,44.4444444444444,36.1111111111111,6,2,3,1,5,1,9,1,6,13,3,5,1,6,2,5,0,6,2,2,T
26.9230769230769,42.3076923076923,30.7692307692308,6,1,1,0,4,1,3,0,0,4,1,1,1,1,0,0,0,1,2,1,T
40.9090909090909,40.9090909090909,18.1818181818182,6,3,0,0,3,0,5,0,1,0,0,1,2,0,0,1,1,1,5,0,T
31.0344827586207,34.4827586206897,34.4827586206897,6,2,0,1,0,1,1,1,3,4,1,5,3,1,0,2,1,1,4,0,T
17.3076923076923,51.9230769230769,30.7692307692308,8,4,7,1,3,1,5,1,4,4,7,2,6,0,3,2,2,2,1,2,T
27.7777777777778,38.8888888888889,33.3333333333333,8,1,0,0,3,1,9,2,1,8,6,2,3,1,3,4,2,4,5,1,T
27.5862068965517,44.8275862068966,27.5862068965517,6,2,1,1,1,1,2,2,2,4,2,6,2,0,0,1,1,1,2,0,T
14.2857142857143,44.8979591836735,40.8163265306122,8,2,2,0,1,3,1,1,2,7,6,2,4,1,5,5,0,3,0,1,T
15.3846153846154,46.1538461538462,38.4615384615385,6,6,9,1,5,4,15,5,8,11,7,14,7,1,11,3,3,9,9,9,T
15.3846153846154,42.3076923076923,42.3076923076923,6,1,1,0,2,0,7,0,3,3,1,3,1,0,3,0,0,1,0,2,T
25.9259259259259,40.7407407407407,33.3333333333333,8,1,3,0,4,1,9,1,0,8,6,4,3,0,2,6,1,5,3,0,T
25,39.2857142857143,35.7142857142857,6,2,1,2,3,1,4,1,2,6,0,2,2,1,1,1,0,1,1,1,T
25,40.625,34.375,8,2,2,0,3,1,4,0,1,5,2,3,3,0,1,0,0,0,2,2,T
19.6078431372549,41.1764705882353,39.2156862745098,6,0,0,1,3,2,7,6,3,6,5,0,7,0,8,7,0,4,3,3,F
15.5555555555556,44.4444444444444,40,8,1,4,0,1,1,4,1,1,12,6,2,2,0,3,1,0,0,2,2,F
25,50,25,6,1,0,0,4,1,5,0,1,1,2,2,1,0,0,1,2,0,0,0,F
25.4901960784314,35.2941176470588,39.2156862745098,8,1,5,1,6,3,8,2,3,5,3,8,1,1,5,6,1,3,1,3,F
23.2142857142857,39.2857142857143,37.5,10,2,5,0,5,3,5,2,3,7,0,1,2,0,2,7,1,0,4,3,F
3.57142857142857,42.8571428571429,53.5714285714286,6,0,2,1,2,1,0,0,2,10,1,4,2,0,1,3,1,5,0,2,F
24.3589743589744,32.0512820512821,43.5897435897436,6,0,2,2,7,2,5,2,5,7,3,7,6,3,5,6,3,4,5,3,F
13.953488372093,53.4883720930233,32.5581395348837,6,3,5,1,4,1,5,4,4,3,2,2,1,0,4,4,0,6,1,1,F
20,48.5714285714286,31.4285714285714,8,2,1,0,1,0,5,0,0,5,4,2,3,0,3,1,0,1,2,2,F
30.3030303030303,45.4545454545455,24.2424242424242,6,0,2,1,1,1,1,2,4,3,1,4,0,1,1,0,0,1,4,2,F
25.4901960784314,41.1764705882353,33.3333333333333,6,1,2,0,4,3,6,6,3,9,2,4,2,0,0,2,3,3,2,2,F
22.2222222222222,41.6666666666667,36.1111111111111,6,1,4,0,0,1,1,1,4,4,1,2,2,1,1,2,1,2,3,0,F
28.5714285714286,51.4285714285714,20,8,0,6,1,6,6,3,2,1,2,0,2,0,1,1,5,1,8,2,1,F
25.4901960784314,35.2941176470588,39.2156862745098,6,3,4,1,2,1,7,2,2,8,2,3,4,2,2,4,0,1,2,1,F
28.5714285714286,47.6190476190476,23.8095238095238,4,0,4,0,1,1,1,2,4,4,1,4,0,1,1,0,0,1,4,2,F
21.4285714285714,35.7142857142857,42.8571428571429,3,4,9,1,7,4,8,6,11,3,6,7,6,5,8,7,3,10,5,4,F
27.7777777777778,42.5925925925926,29.6296296296296,10,2,4,1,4,4,6,2,3,1,0,1,4,0,0,6,0,2,4,2,F
21.2765957446809,40.4255319148936,38.2978723404255,8,2,3,1,2,0,5,2,3,5,2,3,3,0,4,4,0,1,4,2,F
14.2857142857143,42.8571428571429,42.8571428571429,6,5,3,3,3,2,0,0,4,8,2,4,3,2,2,3,1,4,6,0,F
30.7692307692308,46.1538461538462,23.0769230769231,3,3,3,1,4,1,2,0,3,5,1,2,2,2,2,1,0,2,2,3,F
13.8461538461538,33.8461538461538,52.3076923076923,10,6,2,2,4,2,5,2,3,8,4,3,5,1,11,12,0,2,2,1,F
25,36.1111111111111,38.8888888888889,6,1,0,1,2,1,5,1,3,1,0,3,0,1,7,3,1,3,2,1,F
33.3333333333333,30.952380952381,35.7142857142857,4,0,3,1,3,2,8,5,4,3,4,2,1,0,5,4,1,1,9,0,F
16.2162162162162,40.5405405405405,43.2432432432432,6,0,4,0,4,4,3,1,2,1,0,3,3,2,5,3,1,2,0,1,F
16.3265306122449,38.7755102040816,44.8979591836735,5,5,4,4,4,5,3,4,4,14,4,4,1,4,12,13,2,12,3,4,F
16.6666666666667,50,33.3333333333333,2,4,1,1,5,3,2,1,1,1,0,3,3,0,3,4,1,8,2,2,F
0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,F
27.4509803921569,35.2941176470588,37.2549019607843,6,0,1,0,3,4,5,3,7,7,3,2,4,1,0,3,1,3,3,4,F
19.047619047619,46.031746031746,34.9206349206349,10,3,4,0,4,0,4,2,3,6,6,5,6,3,3,2,2,8,2,0,F
17.6470588235294,41.1764705882353,41.1764705882353,6,1,4,0,4,1,5,3,5,8,4,2,2,0,1,2,1,3,2,3,F
18.9189189189189,45.9459459459459,35.1351351351351,4,2,5,2,6,2,7,5,1,8,4,4,2,0,4,7,0,1,1,5,F
13.953488372093,51.1627906976744,34.8837209302326,8,2,3,2,10,3,2,3,6,3,3,3,2,1,6,8,1,5,2,5,F
39.6103896103896,35.0649350649351,25.3246753246753,12,9,4,4,4,11,18,7,5,5,10,10,13,5,8,5,3,8,19,0,F
41.6666666666667,36.1111111111111,22.2222222222222,4,2,3,0,1,6,6,0,0,1,4,6,4,0,2,1,3,0,2,1,F
14.8936170212766,42.5531914893617,42.5531914893617,7,5,4,0,6,2,4,3,3,3,2,2,3,1,3,5,1,2,2,1,F
31.5789473684211,39.4736842105263,28.9473684210526,6,0,3,0,5,0,4,0,3,4,2,5,3,0,1,0,0,2,5,3,F
26.4150943396226,47.1698113207547,26.4150943396226,6,5,1,0,2,3,5,3,4,2,5,3,3,2,1,4,0,6,3,2,F
33.3333333333333,33.3333333333333,33.3333333333333,12,5,2,0,1,7,11,3,5,3,1,9,3,0,10,6,2,1,2,2,F
26.0869565217391,44.9275362318841,28.9855072463768,13,5,4,2,5,8,3,1,6,10,1,6,5,5,0,2,0,6,2,4,F
25.7142857142857,31.4285714285714,42.8571428571429,6,2,1,1,1,2,3,1,3,1,1,3,2,1,6,3,0,0,1,1,F
30.3030303030303,45.4545454545455,24.2424242424242,6,2,2,1,1,2,2,6,2,5,1,1,2,3,2,1,1,5,6,1,F
34.1176470588235,34.1176470588235,31.7647058823529,8,3,3,2,1,3,11,1,8,5,3,6,5,2,6,6,4,3,10,3,F
21.7391304347826,43.4782608695652,34.7826086956522,4,1,1,0,2,0,1,1,3,4,1,4,1,3,4,3,0,6,1,2,F
21.3114754098361,39.344262295082,39.344262295082,12,0,5,0,5,2,6,2,7,4,0,3,3,0,9,2,1,4,3,2,F
20.952380952381,36.1904761904762,42.8571428571429,16,3,7,0,9,0,10,4,8,8,4,5,7,0,10,6,0,2,7,5,F
20.4545454545455,45.4545454545455,34.0909090909091,7,5,1,2,4,2,5,3,5,4,1,3,4,1,4,3,0,7,4,0,F
21.9512195121951,39.0243902439024,39.0243902439024,6,7,5,1,3,3,4,5,1,16,2,6,2,2,5,6,1,3,5,3,F
34.8837209302326,36.4341085271318,28.6821705426357,8,9,6,1,11,4,13,3,7,4,4,13,7,5,5,6,2,5,11,12,F
32.7731092436975,37.8151260504202,29.4117647058824,8,6,7,1,11,4,7,4,6,8,4,12,3,6,6,5,2,7,12,9,F
24.3243243243243,32.4324324324324,43.2432432432432,4,3,4,1,2,2,6,2,4,8,2,4,5,1,2,11,0,3,3,1,F
18.9189189189189,45.9459459459459,35.1351351351351,4,2,3,2,6,1,5,4,1,7,3,4,1,0,4,6,0,1,1,5,F
36.734693877551,42.8571428571429,20.4081632653061,10,0,4,0,2,2,9,3,0,0,2,4,4,0,3,2,0,2,4,0,F
31.4814814814815,38.8888888888889,29.6296296296296,4,3,3,1,6,1,7,2,0,4,3,6,0,3,2,6,1,2,1,4,F
30.8641975308642,41.9753086419753,27.1604938271605,10,7,5,3,7,5,4,4,3,6,4,8,4,3,2,4,0,4,8,1,F
38.2608695652174,32.1739130434783,29.5652173913043,8,3,4,2,11,5,12,3,2,7,6,16,2,5,2,13,2,3,6,8,F
45.6140350877193,26.3157894736842,28.0701754385965,4,0,1,1,5,4,5,1,2,3,3,10,2,2,0,8,1,1,5,4,F
28.9855072463768,42.0289855072464,28.9855072463768,6,3,11,0,1,3,6,4,3,10,2,8,2,0,10,4,0,7,4,2,F
11.9402985074627,37.3134328358209,50.7462686567164,6,8,3,3,6,0,1,4,6,13,4,7,8,1,11,15,0,3,3,8,F
30.379746835443,25.3164556962025,44.3037974683544,6,0,1,1,8,2,6,1,5,6,5,6,6,2,5,5,2,2,8,2,F
33.3333333333333,33.3333333333333,33.3333333333333,10,4,1,0,4,3,3,2,2,7,0,7,3,1,2,2,0,3,5,1,F
25,46.1538461538462,28.8461538461538,6,4,5,0,3,1,5,4,8,1,3,7,0,0,3,6,0,6,4,1,F
21.5686274509804,39.2156862745098,39.2156862745098,6,1,3,0,3,1,7,4,5,5,3,4,6,1,1,4,1,3,2,1,F
18,46,36,8,1,4,3,3,0,5,2,2,2,1,1,4,3,3,6,0,4,1,2,F
16.6666666666667,41.6666666666667,41.6666666666667,2,2,1,0,4,0,2,3,2,5,0,4,2,0,3,1,1,3,0,1,F
23.8095238095238,50,26.1904761904762,6,6,5,2,2,0,5,2,3,0,0,2,0,3,4,6,1,6,2,0,F
26.1904761904762,42.8571428571429,30.952380952381,4,2,7,2,5,1,9,5,2,3,2,8,3,1,5,1,4,2,5,1,F
25.4901960784314,41.1764705882353,33.3333333333333,6,0,5,0,3,2,6,4,4,5,4,3,8,2,1,2,0,4,4,2,F
38.4615384615385,33.3333333333333,28.2051282051282,6,6,5,2,8,7,8,1,8,0,7,12,5,9,4,7,4,3,14,3,F
39.4736842105263,39.4736842105263,21.0526315789474,6,1,2,0,3,1,5,1,3,3,2,7,3,0,1,0,0,1,4,3,F
36.8421052631579,36.8421052631579,26.3157894736842,6,0,2,0,3,0,5,0,4,3,2,7,3,0,1,1,0,2,4,3,F
27.5,30,42.5,6,0,1,0,6,2,8,1,3,0,1,4,0,2,6,3,2,1,1,0,F
25.9259259259259,33.3333333333333,40.7407407407407,4,0,2,1,4,1,1,1,4,1,0,1,1,1,0,2,0,3,3,1,F
27.5,30,42.5,6,0,1,0,6,2,8,2,2,0,1,3,0,2,6,4,2,1,0,1,F
18.75,46.875,34.375,7,4,2,1,1,2,2,2,3,7,0,5,2,3,0,1,1,2,3,1,F
29.2682926829268,39.0243902439024,31.7073170731707,6,5,5,2,5,5,7,1,7,3,5,3,5,5,5,2,2,7,5,0,F
32.7586206896552,43.1034482758621,24.1379310344828,10,2,3,0,2,2,8,1,5,2,3,5,1,1,3,3,0,6,3,0,F
